incident_id,company_id,date,sector,company_size,employees,attack_type,severity,security_maturity_score,records_exposed,downtime_hours,financial_loss_eur
inc-001390,ORG-1139,2024-01-25,Industrie,PME,13,ddos,minor,34,0,8.5,13896
inc-001391,ORG-1140,2023-01-11,Santé,PME,62,ransomware,minor,76,12,124.4,15943
inc-001392,ORG-1141,2024-11-20,Tech/SaaS,PME,52,phishing,minor,33,6,5.4,7288
inc-001393,ORG-1142,2022-05-25,Tech/SaaS,PME,94,ransomware,minor,57,2,152.0,4342
inc-001394,ORG-1143,2022-10-02,Énergie,PME,108,credential_theft,moderate,32,55,4.4,56850
inc-001395,ORG-1144,2023-04-27,Finance,PME,13,ransomware,minor,55,5,14.0,9967
inc-001396,ORG-1145,2024-01-07,Retail,GE,36366,phishing,moderate,48,161,3.7,130289
inc-001397,ORG-1146,2024-06-06,Tech/SaaS,GE,8780,ransomware,catastrophic,59,3313,24.8,5279499
inc-001398,ORG-1147,2024-09-09,Finance,PME,25,supply_chain,minor,51,34,,18468
inc-001399,ORG-1148,2025-07-03,Finance,PME,95,data_breach,moderate,56,270,16.0,94022
inc-001400,ORG-1149,2025-08-02,Tech/SaaS,GE,22905,phishing,moderate,49,237,,258381
inc-001401,ORG-0360,2024-09-07,Finance,PME,85,misconfiguration,minor,60,28,1.9,17581
inc-001402,ORG-0601,2024-06-20,Public,ETI,1436,insider_error,moderate,52,223,3.6,270768
inc-001403,ORG-0162,2022-06-16,Finance,PME,17,phishing,minor,27,36,5.8,19529
inc-001404,ORG-1150,2023-11-15,Tech/SaaS,ETI,264,misconfiguration,minor,60,59,5.8,29269
inc-001405,ORG-1151,2023-04-24,Santé,GE,16182,phishing,moderate,65,96,4.7,99220
inc-001406,ORG-1124,2025-09-26,Santé,PME,75,phishing,moderate,54,55,1.1,65998
inc-001407,ORG-1152,2023-03-11,Finance,PME,42,ransomware,minor,58,9,12.5,18387
inc-001408,ORG-1153,2022-07-16,Industrie,PME,28,ddos,minor,42,0,9.0,11413
inc-001409,ORG-1154,2024-02-17,Industrie,GE,21052,phishing,catastrophic,51,12954,1.1,7487142
inc-001410,ORG-0499,2025-10-28,Public,PME,11,credential_theft,minor,22,54,15.8,42706
inc-001411,ORG-1101,2023-06-27,Santé,PME,18,phishing,minor,39,5,3.3,8443
inc-001412,ORG-1155,2023-08-06,Public,GE,11568,insider_error,moderate,50,96,3.7,94694
inc-001413,ORG-1156,2025-11-12,Industrie,PME,40,credential_theft,moderate,21,90,4.6,53787
inc-001414,ORG-0611,2024-04-28,Retail,ETI,259,insider_error,minor,38,7,1.5,6624
inc-001415,ORG-1157,2025-01-08,Finance,ETI,1425,data_breach,catastrophic,59,22782,8.8,4871290
inc-001416,ORG-1158,2024-11-21,Énergie,PME,23,phishing,minor,52,14,3.4,9035
inc-001417,ORG-1159,2022-06-04,Retail,PME,52,data_breach,moderate,48,406,10.5,77853
inc-001418,ORG-1160,2024-03-25,Santé,ETI,255,ddos,moderate,46,0,10.0,55981
inc-001419,ORG-1161,2025-08-03,Retail,ETI,605,phishing,moderate,58,,3.7,57951
inc-001420,ORG-1162,2024-04-04,Santé,PME,12,ddos,minor,56,0,3.7,11114
inc-001421,ORG-1163,2024-05-25,Industrie,PME,162,credential_theft,minor,32,91,8.7,21874
inc-001422,ORG-0451,2023-06-14,Industrie,PME,74,insider_error,moderate,31,59,2.2,58720
inc-001423,ORG-1010,2022-12-14,Industrie,ETI,340,credential_theft,minor,57,76,7.3,25345
inc-001424,ORG-1164,2025-07-09,Finance,ETI,516,ransomware,moderate,61,42,27.9,120790
inc-001425,ORG-0103,2023-02-19,Tech/SaaS,PME,20,misconfiguration,minor,27,7,6.6,12641
inc-001426,ORG-1088,2023-12-19,Finance,PME,93,ransomware,major,49,105,146.9,334538
inc-001427,ORG-1165,2024-05-31,Ã‰nergie,PME,46,credential_theft,minor,56,,6.2,14896
inc-001428,ORG-1166,2024-08-30,Santé,ETI,3363,ransomware,moderate,50,70,139.6,199787
inc-001429,ORG-1167,2025-03-29,Énergie,PME,107,data_breach,minor,60,15,16.8,4685
inc-001430,ORG-1168,2025-09-07,Industrie,ETI,2094,misconfiguration,minor,52,9,6.0,27033
inc-001431,ORG-1169,2024-10-08,Finance,PME,58,ransomware,minor,51,13,42.8,40946
inc-001432,ORG-1170,2023-11-02,Finance,ETI,3862,phishing,moderate,59,87,1.5,227773
inc-001433,ORG-1171,2025-02-04,Énergie,ETI,3687,ddos,minor,54,0,12.1,14998
inc-001434,ORG-1172,2022-01-21,Santé,ETI,2779,ddos,moderate,37,0,8.3,146080
inc-001435,ORG-1173,2023-12-26,Énergie,PME,160,ddos,moderate,39,0,11.4,111125
inc-001436,ORG-1174,2024-06-07,Industrie,PME,29,ransomware,moderate,33,20,12.1,62116
inc-001437,ORG-1175,2024-09-28,Retail,PME,78,supply_chain,minor,44,89,26.1,35574
inc-001438,ORG-1176,2024-05-12,Industrie,PME,173,ddos,minor,41,0,3.9,21921
inc-001439,ORG-1177,2023-04-03,Énergie,ETI,396,phishing,minor,53,24,3.4,25982
inc-001440,ORG-1178,2024-09-11,Finance,ETI,883,credential_theft,minor,59,,4.5,24895
inc-001441,ORG-1179,2025-07-21,Énergie,GE,26391,credential_theft,catastrophic,61,4128,2.8,4593695
inc-001442,ORG-1180,2025-07-04,Tech/SaaS,GE,10566,ddos,moderate,75,0,8.4,69554
inc-001443,ORG-1181,2023-04-13,Tech/SaaS,GE,26515,supply_chain,moderate,71,557,61.7,168060
inc-001444,ORG-1182,2022-03-21,Énergie,PME,131,phishing,minor,61,5,2.0,3546
inc-001445,ORG-1183,2025-05-06,Tech/SaaS,PME,17,data_breach,minor,49,173,17.5,29309
inc-001446,ORG-0941,2023-04-06,Finance,GE,9048,ransomware,moderate,68,110,77.5,158169
inc-001447,ORG-1184,2023-07-09,Santé,PME,40,ransomware,minor,54,26,37.6,37767
inc-001448,ORG-1185,2022-03-13,Énergie,PME,202,misconfiguration,minor,44,30,2.6,20281
inc-001449,ORG-1186,2024-07-16,Industrie,ETI,4467,credential_theft,severe,54,4567,8.3,2968693
inc-001450,ORG-1187,2024-04-03,Public,PME,190,credential_theft,minor,38,8,5.0,12863
inc-001451,ORG-0390,2025-02-02,Public,PME,112,data_breach,minor,49,83,9.2,22362
inc-001452,ORG-1188,2022-05-27,Industrie,ETI,4219,phishing,moderate,48,62,4.0,62309
inc-001453,ORG-1189,2022-09-15,Énergie,PME,44,data_breach,minor,29,374,3.1,39609
inc-001454,ORG-1190,2025-04-24,Industrie,GE,35217,ddos,moderate,66,0,,187118
inc-001455,ORG-1191,2022-08-10,Retail,PME,17,credential_theft,minor,47,10,8.3,11248
inc-001456,ORG-1192,2022-09-03,Énergie,PME,24,insider_error,minor,39,2,5.7,1638
inc-001457,ORG-1193,2024-03-22,Finance,GE,5579,phishing,moderate,67,122,4.0,113795
inc-001458,ORG-1194,2023-03-25,Finance,ETI,449,insider_error,moderate,62,136,3.8,106593
inc-001459,ORG-1195,2022-09-01,Retail,GE,8563,ransomware,catastrophic,57,14966,36.1,14629538
inc-001460,ORG-1196,2025-02-26,Industrie,PME,54,phishing,moderate,35,58,3.7,74336
inc-001461,ORG-1197,2022-03-06,Énergie,PME,241,phishing,minor,57,23,3.6,30346
inc-001462,ORG-1198,2022-12-18,Retail,GE,12011,misconfiguration,moderate,60,47,3.7,95398
inc-001463,ORG-1199,2023-08-22,Industrie,PME,41,phishing,minor,22,5,4.1,4550
inc-001464,ORG-1200,2022-10-04,Retail,PME,86,credential_theft,moderate,43,234,11.1,104966
inc-001465,ORG-1201,2024-10-17,Finance,ETI,464,data_breach,minor,51,105,22.5,15632
inc-001466,ORG-0456,2024-06-29,Retail,PME,33,phishing,minor,19,4,2.1,6160
inc-001467,ORG-1202,2023-12-24,Finance,PME,80,misconfiguration,moderate,41,77,4.5,87951
inc-001468,ORG-1203,2025-09-22,Finance,PME,21,ransomware,minor,46,18,178.7,38554
inc-001469,ORG-1204,2024-01-17,Retail,PME,114,phishing,minor,23,21,3.6,29619
inc-001470,ORG-1205,2023-05-16,Santé,PME,23,credential_theft,minor,56,12,3.5,6172
inc-001471,ORG-1206,2023-10-08,Industrie,PME,27,ransomware,minor,53,31,15.2,46638
inc-001472,ORG-1207,2025-01-03,Santé,ETI,4452,ransomware,moderate,48,100,51.7,171788
inc-001473,ORG-1208,2023-02-11,Public,PME,106,ransomware,severe,28,880,33.4,1013940
inc-001474,ORG-1209,2024-07-24,Finance,PME,170,phishing,minor,43,2,4.7,2917
inc-001475,ORG-1210,2023-01-22,Tech/SaaS,PME,18,ransomware,moderate,48,93,90.4,222348
inc-001476,ORG-1211,2022-11-20,Industrie,ETI,3364,credential_theft,catastrophic,48,13129,5.6,4120127
inc-001477,ORG-1212,2024-07-06,Finance,ETI,2081,ddos,minor,75,0,24.5,21357
inc-001478,ORG-1213,2022-10-06,Finance,ETI,4854,credential_theft,moderate,59,236,3.8,104018
inc-001479,ORG-1214,2023-02-07,Finance,PME,54,insider_error,minor,61,31,4.5,14472
inc-001480,ORG-0703,2022-10-02,Retail,ETI,612,data_breach,catastrophic,64,35967,17.3,4252076
inc-001481,ORG-0818,2025-11-20,Tech/SaaS,PME,164,ddos,minor,38,0,1.5,30163
inc-001482,ORG-1215,2025-07-11,Santé,PME,30,credential_theft,major,51,890,24.3,300712
inc-001483,ORG-1216,2025-06-14,Public,PME,13,phishing,minor,28,6,2.0,13693
inc-001484,ORG-1080,2024-06-27,Industrie,PME,15,ransomware,moderate,41,19,65.5,67864
inc-001485,ORG-1217,2022-12-15,Industrie,PME,96,phishing,minor,49,15,,30005
inc-001486,ORG-0338,2022-04-16,Industrie,PME,11,data_breach,minor,41,137,6.9,24419
inc-001487,ORG-0445,2023-02-14,Industrie,PME,177,misconfiguration,minor,37,28,4.4,28106
inc-001488,ORG-1218,2023-01-13,Industrie,PME,78,misconfiguration,minor,39,8,10.3,11492
inc-001489,ORG-1219,2024-07-07,Finance,ETI,268,phishing,minor,57,43,1.4,36689
inc-001490,ORG-1220,2025-07-20,Tech/SaaS,ETI,2984,phishing,moderate,55,68,5.8,117846
inc-001491,ORG-1221,2025-12-25,Santé,PME,40,phishing,moderate,40,54,2.5,54448
inc-001492,ORG-1222,2023-11-21,Retail,ETI,853,credential_theft,moderate,57,488,9.2,224208
inc-001493,ORG-0366,2024-08-09,Finance,PME,177,ransomware,major,50,114,24.7,464907
inc-001494,ORG-1223,2025-05-30,Tech/SaaS,PME,213,phishing,minor,23,3,0.9,5498
inc-001495,ORG-1224,2022-01-22,Santé,PME,31,data_breach,minor,56,52,13.0,7323
inc-001496,ORG-1225,2024-12-17,Énergie,GE,7357,supply_chain,major,69,3104,71.2,776365
inc-001497,ORG-1226,2022-07-05,Retail,ETI,2295,phishing,minor,43,7,2.2,15250
inc-001498,ORG-0144,2025-08-11,Industrie,ETI,290,credential_theft,minor,46,26,6.2,12737
inc-001499,ORG-1227,2025-11-22,Tech/SaaS,PME,25,ransomware,minor,29,4,47.6,16967
inc-001500,ORG-1228,2023-10-15,Public,PME,38,phishing,minor,45,32,4.7,15729
inc-001501,ORG-1229,2025-12-19,Public,PME,127,insider_error,minor,40,18,,18317
inc-001502,ORG-1230,2022-02-01,Finance,PME,176,ddos,minor,55,0,5.3,47756
inc-001503,ORG-1231,2024-06-24,Public,GE,17630,ransomware,minor,66,7,56.0,15094
inc-001504,ORG-1232,2022-08-03,Industrie,GE,15601,data_breach,catastrophic,79,39224,9.5,5429744
inc-001505,ORG-1233,2025-12-10,Retail,PME,12,ransomware,minor,39,12,74.2,32312
inc-001506,ORG-0699,2025-05-25,Finance,GE,16947,ransomware,moderate,70,65,17.1,58175
inc-001507,ORG-0805,2024-01-23,Tech/SaaS,ETI,1550,ddos,severe,36,0,18.7,1142317
inc-001508,ORG-0744,2024-12-16,Retail,PME,23,ransomware,minor,33,10,9.5,28899
inc-001509,ORG-1234,2024-09-29,Santé,PME,12,ddos,minor,55,0,8.6,8224
inc-001510,ORG-0542,2025-10-03,Finance,GE,6618,ddos,minor,86,0,25.1,36704
inc-001511,ORG-1235,2023-04-11,Énergie,PME,97,insider_error,minor,45,14,2.4,9303
inc-001512,ORG-1236,2024-07-11,Industrie,GE,25408,misconfiguration,severe,56,688,7.1,1805207
inc-001513,ORG-1237,2022-06-01,Santé,PME,163,credential_theft,minor,49,,10.2,4674
inc-001514,ORG-1238,2023-01-24,Industrie,ETI,3626,credential_theft,severe,56,2130,5.6,1019170
inc-001515,ORG-1239,2025-09-04,Retail,PME,57,phishing,minor,24,11,,9895
inc-001516,ORG-1240,2025-04-29,Santé,PME,19,supply_chain,minor,49,50,42.6,13169
inc-001517,ORG-1241,2025-11-11,Industrie,ETI,1041,credential_theft,minor,53,64,3.1,35302
inc-001518,ORG-0545,2023-06-14,Tech/SaaS,ETI,2318,phishing,minor,49,19,2.3,18513
inc-001519,ORG-1242,2023-10-10,Industrie,PME,50,insider_error,moderate,35,256,4.7,160633
inc-001520,ORG-1243,2023-07-11,Industrie,PME,43,ddos,minor,47,0,13.7,3562
inc-001521,ORG-0602,2022-09-24,Santé,PME,16,ransomware,moderate,43,62,52.3,94022
inc-001522,ORG-1244,2024-03-21,Finance,PME,13,misconfiguration,minor,54,9,4.5,10483
inc-001523,ORG-1245,2023-07-22,Tech/SaaS,ETI,2957,data_breach,major,63,1383,8.2,384748
inc-001524,ORG-1246,2024-06-22,Finance,ETI,1768,credential_theft,minor,56,22,10.3,15086
inc-001525,ORG-1247,2025-11-02,Public,ETI,1901,data_breach,severe,58,7084,2.1,1242614
inc-001526,ORG-0032,2025-09-20,Tech/SaaS,PME,109,data_breach,moderate,41,881,4.3,226152
inc-001527,ORG-1248,2025-10-06,Tech/SaaS,PME,52,credential_theft,severe,22,3104,7.9,2147800
inc-001528,ORG-1249,2024-12-13,Tech/SaaS,PME,80,phishing,minor,34,4,,7171
inc-001529,ORG-1250,2025-12-10,Public,PME,34,phishing,minor,53,6,4.1,14038
inc-001530,ORG-1005,2023-03-18,Tech/SaaS,PME,35,data_breach,minor,36,133,7.6,36474
inc-001531,ORG-1251,2024-02-19,Finance,PME,12,ransomware,minor,61,28,44.4,42366
inc-001532,ORG-1252,2024-01-26,Finance,ETI,392,ransomware,major,62,250,37.4,486131
inc-001533,ORG-1253,2023-07-31,Retail,ETI,2210,credential_theft,severe,56,3125,6.5,1168935
inc-001534,ORG-1254,2025-01-06,Industrie,PME,232,credential_theft,moderate,57,458,2.7,290747
inc-001535,ORG-1255,2025-05-17,Public,PME,87,data_breach,minor,53,30,13.4,6500
inc-001536,ORG-1256,2022-05-27,Industrie,PME,73,ddos,minor,49,0,17.0,17734
inc-001537,ORG-1257,2022-10-25,Santé,ETI,2618,credential_theft,major,57,,3.9,597212
inc-001538,ORG-1258,2022-06-09,Industrie,PME,224,phishing,minor,34,20,7.6,19221
inc-001539,ORG-1259,2025-02-21,Retail,PME,14,ransomware,severe,30,1830,103.8,2150135
inc-001540,ORG-1260,2024-07-06,Public,ETI,685,ransomware,catastrophic,39,1260,14.3,3147075
inc-001541,ORG-1261,2022-10-04,Finance,PME,194,data_breach,minor,48,122,8.0,31039
inc-001542,ORG-0457,2024-11-02,Énergie,PME,19,phishing,minor,32,5,1.9,6717
inc-001543,ORG-1262,2024-09-09,Santé,ETI,1335,ddos,moderate,54,0,14.2,82575
inc-001544,ORG-1263,2025-06-16,Santé,PME,89,misconfiguration,minor,38,5,4.2,9712
inc-001545,ORG-1264,2023-11-27,Retail,PME,67,credential_theft,moderate,35,141,7.9,102272
inc-001546,ORG-1265,2023-10-22,Retail,PME,18,phishing,moderate,24,71,4.3,54397
inc-001547,ORG-1266,2024-01-28,Public,PME,209,ransomware,minor,39,5,49.7,22823
inc-001548,ORG-0697,2025-04-14,Énergie,PME,188,data_breach,minor,47,17,6.2,7759
inc-001549,ORG-0346,2022-12-14,Tech/SaaS,GE,51354,insider_error,moderate,48,143,4.1,124920
inc-001550,ORG-1105,2025-05-26,Tech/SaaS,ETI,2544,phishing,moderate,46,88,2.9,83297
inc-001551,ORG-1267,2024-10-15,Industrie,PME,247,insider_error,minor,31,22,9.5,30055
inc-001552,ORG-1268,2024-08-03,Finance,PME,70,data_breach,severe,34,11132,5.4,2187027
inc-001553,ORG-1269,2022-10-23,Retail,ETI,589,misconfiguration,minor,54,24,4.0,23488
inc-001554,ORG-1270,2022-08-07,Tech/SaaS,PME,39,ddos,severe,38,0,22.7,2202151
inc-001555,ORG-1271,2024-03-08,Finance,PME,213,insider_error,minor,49,15,2.6,14361
inc-001556,ORG-1272,2023-03-28,Retail,ETI,630,credential_theft,moderate,41,582,3.0,181317
inc-001557,ORG-1273,2024-05-21,Santé,ETI,729,ransomware,minor,60,11,39.0,35311
inc-001558,ORG-1274,2023-05-26,Santé,PME,89,phishing,minor,50,16,4.6,18312
inc-001559,ORG-0247,2022-10-04,Tech/SaaS,PME,27,ddos,minor,41,0,12.0,26990
inc-001560,ORG-1275,2025-07-23,Industrie,ETI,831,ddos,minor,58,0,,15745
inc-001561,ORG-1276,2022-03-22,Industrie,PME,19,credential_theft,minor,42,39,5.6,33173
inc-001562,ORG-1277,2023-04-03,Finance,PME,18,misconfiguration,minor,59,0,6.1,1000
inc-001563,ORG-1278,2022-07-05,Retail,ETI,547,insider_error,moderate,57,93,1.1,102347
inc-001564,ORG-1279,2024-07-19,Retail,ETI,301,insider_error,minor,30,21,8.6,25267
inc-001565,ORG-1280,2025-01-15,Énergie,ETI,2895,misconfiguration,moderate,55,54,7.6,103573
inc-001566,ORG-0875,2025-01-22,Industrie,PME,196,ddos,minor,30,,20.0,34182
inc-001567,ORG-1281,2023-02-08,Public,PME,10,ransomware,moderate,46,42,45.0,127184
inc-001568,ORG-1282,2024-01-20,Public,PME,84,phishing,minor,41,5,3.2,9350
inc-001569,ORG-1283,2023-07-26,Retail,ETI,4208,credential_theft,moderate,42,,7.4,51865
inc-001570,ORG-0996,2023-12-13,Tech/SaaS,ETI,497,phishing,minor,39,9,2.4,16403
inc-001571,ORG-1284,2024-05-24,Tech/SaaS,ETI,4321,ransomware,minor,57,14,20.8,42204
inc-001572,ORG-1285,2022-03-02,Finance,ETI,2006,ransomware,major,64,406,52.7,989162
inc-001573,ORG-1286,2024-05-29,Finance,PME,10,credential_theft,minor,39,16,9.5,6515
inc-001574,ORG-1287,2023-07-11,Énergie,ETI,614,credential_theft,minor,47,112,9.4,45881
inc-001575,ORG-1288,2024-11-02,Tech/SaaS,ETI,262,phishing,minor,44,31,2.4,41790
inc-001576,ORG-1289,2022-01-14,Tech/SaaS,PME,40,ransomware,severe,26,396,38.1,1006900
inc-001577,ORG-1040,2023-01-30,Retail,PME,15,misconfiguration,minor,42,30,4.0,24944
inc-001578,ORG-1290,2023-01-13,Santé,ETI,267,phishing,minor,45,4,17.0,3060
inc-001579,ORG-1291,2023-08-31,Retail,GE,21746,data_breach,catastrophic,47,40215,5.9,9078136
inc-001580,ORG-1292,2024-02-03,Tech/SaaS,ETI,1370,misconfiguration,moderate,45,237,9.4,226659
inc-001581,ORG-1293,2022-08-09,Finance,PME,52,insider_error,minor,54,22,11.6,12020
inc-001582,ORG-1294,2022-09-17,Tech/SaaS,ETI,589,misconfiguration,minor,75,5,1.2,7194
inc-001583,ORG-1295,2025-06-05,Tech/SaaS,ETI,434,misconfiguration,minor,45,3,14.7,6158
inc-001584,ORG-1296,2024-11-13,Énergie,ETI,641,phishing,minor,48,23,6.4,38697
inc-001585,ORG-1297,2025-07-18,Tech/SaaS,PME,55,misconfiguration,moderate,26,94,7.7,112113
inc-001586,ORG-1298,2024-10-06,Finance,ETI,279,ransomware,minor,64,27,240.0,41117
inc-001587,ORG-1299,2025-09-30,Public,ETI,891,misconfiguration,minor,44,55,12.1,47013
inc-001588,ORG-1163,2022-10-05,Industrie,PME,162,phishing,minor,32,9,5.1,14610
inc-001589,ORG-1300,2022-04-29,Énergie,ETI,576,insider_error,moderate,40,157,4.8,145067
inc-001590,ORG-0438,2023-02-15,Santé,ETI,835,phishing,minor,56,37,1.8,25613
inc-001591,ORG-1301,2023-07-21,Finance,PME,71,phishing,moderate,55,54,2.5,55837
inc-001592,ORG-1302,2022-10-28,Tech/SaaS,ETI,502,ransomware,minor,55,25,89.6,37734
inc-001593,ORG-1303,2023-04-29,Santé,ETI,1057,ddos,moderate,57,0,6.5,79154
inc-001594,ORG-1304,2022-02-14,Tech/SaaS,ETI,3292,misconfiguration,moderate,55,64,,74812
inc-001595,ORG-1305,2025-02-02,Retail,PME,67,ransomware,moderate,39,18,43.2,67287
inc-001596,ORG-1306,2023-03-13,Santé,PME,68,data_breach,severe,52,8792,9.0,1038018
inc-001597,ORG-1307,2025-08-03,Industrie,ETI,878,insider_error,moderate,45,241,2.0,152598
inc-001598,ORG-1308,2024-03-04,Santé,PME,25,insider_error,minor,53,8,5.7,6115
inc-001599,ORG-1309,2023-03-23,Santé,PME,131,ransomware,minor,49,3,38.7,6091
inc-001600,ORG-1310,2023-07-31,Retail,ETI,4948,phishing,catastrophic,42,6688,0.7,6840417
